delta,fps,pixel,device_type,cpu,memory,consumption,gpu,in_time
35,20,720,Orin,21,72,6,40,True
36,20,720,Orin,26,72,6,40,True
35,20,720,Orin,28,72,6,40,True
37,20,720,Orin,26,72,6,40,True
34,20,720,Orin,30,72,6,40,True
35,20,720,Orin,23,72,6,40,True
33,20,720,Orin,26,72,6,40,True
33,20,720,Orin,25,72,6,40,True
33,20,720,Orin,25,72,6,40,True
33,20,720,Orin,25,72,6,40,True
33,20,720,Orin,25,72,6,40,True
33,20,720,Orin,23,72,6,40,True
33,20,720,Orin,25,72,6,40,True
34,20,720,Orin,23,72,6,40,True
35,20,720,Orin,28,72,6,40,True
33,20,720,Orin,26,72,6,40,True
33,20,720,Orin,23,72,6,40,True
34,20,720,Orin,26,72,6,40,True
33,20,720,Orin,23,72,6,40,True
34,20,720,Orin,26,72,6,40,True
33,20,720,Orin,23,72,6,40,True
33,20,720,Orin,23,72,6,40,True
33,20,720,Orin,23,72,6,40,True
36,20,720,Orin,28,72,6,40,True
34,20,720,Orin,23,72,6,40,True
34,20,720,Orin,29,72,6,40,True
34,20,720,Orin,25,72,6,40,True
35,20,720,Orin,28,72,6,40,True
35,20,720,Orin,21,72,6,40,True
36,20,720,Orin,30,72,6,40,True
37,20,720,Orin,21,72,6,40,True
34,20,720,Orin,21,72,6,40,True
35,20,720,Orin,27,72,6,40,True
32,20,720,Orin,25,72,6,40,True
34,20,720,Orin,24,72,6,40,True
34,20,720,Orin,28,72,6,40,True
33,20,720,Orin,21,72,6,40,True
34,20,720,Orin,24,72,6,40,True
33,20,720,Orin,25,72,6,40,True
34,20,720,Orin,25,72,6,40,True
34,20,720,Orin,26,72,6,40,True
33,20,720,Orin,26,72,6,40,True
33,20,720,Orin,25,72,6,40,True
33,20,720,Orin,25,72,6,40,True
33,20,720,Orin,25,72,6,40,True
33,20,720,Orin,28,72,6,40,True
33,20,720,Orin,21,72,6,40,True
34,20,720,Orin,25,72,6,40,True
34,20,720,Orin,23,72,6,40,True
34,20,720,Orin,29,72,6,40,True
35,20,720,Orin,25,72,6,40,True
36,20,720,Orin,25,72,6,40,True
36,20,720,Orin,27,72,6,40,True
36,20,720,Orin,25,72,6,40,True
37,20,720,Orin,25,72,6,40,True
34,20,720,Orin,26,72,6,40,True
34,20,720,Orin,21,72,6,40,True
34,20,720,Orin,30,72,6,40,True
35,20,720,Orin,25,72,6,40,True
34,20,720,Orin,25,72,6,40,True
33,20,720,Orin,19,72,6,40,True
33,20,720,Orin,29,72,6,40,True
33,20,720,Orin,30,72,6,40,True
33,20,720,Orin,23,72,6,40,True
32,20,720,Orin,25,72,6,40,True
33,20,720,Orin,23,72,6,40,True
33,20,720,Orin,23,72,6,40,True
33,20,720,Orin,26,72,6,40,True
33,20,720,Orin,23,72,6,40,True
33,20,720,Orin,25,72,6,40,True
34,20,720,Orin,25,72,6,40,True
32,20,720,Orin,26,72,6,40,True
36,20,720,Orin,29,72,6,40,True
33,20,720,Orin,28,72,6,40,True
33,20,720,Orin,27,72,6,40,True
34,20,720,Orin,21,72,6,40,True
34,20,720,Orin,25,72,6,40,True
35,20,720,Orin,20,72,6,40,True
35,20,720,Orin,23,72,6,40,True
35,20,720,Orin,28,72,6,40,True
37,20,720,Orin,21,72,6,40,True
37,20,720,Orin,30,72,6,40,True
38,20,720,Orin,25,72,6,40,True
35,20,720,Orin,22,72,6,40,True
35,20,720,Orin,25,72,6,40,True
33,20,720,Orin,21,72,6,40,True
33,20,720,Orin,26,72,6,40,True
32,20,720,Orin,26,72,6,40,True
33,20,720,Orin,23,72,6,40,True
33,20,720,Orin,29,72,6,40,True
34,20,720,Orin,25,72,6,40,True
34,20,720,Orin,26,72,6,40,True
34,20,720,Orin,25,72,6,40,True
35,20,720,Orin,25,72,6,40,True
35,20,720,Orin,25,72,6,40,True
36,20,720,Orin,25,72,6,40,True
38,20,720,Orin,26,72,6,40,True
32,20,720,Orin,23,72,6,40,True
36,20,720,Orin,26,72,6,40,True
38,20,720,Orin,25,72,6,40,True
35,20,720,Orin,22,72,6,40,True
35,20,720,Orin,29,72,6,40,True
35,20,720,Orin,25,72,6,40,True
34,20,720,Orin,21,72,6,40,True
35,20,720,Orin,25,72,6,40,True
34,20,720,Orin,35,72,6,40,True
34,20,720,Orin,28,72,6,40,True
34,20,720,Orin,25,72,6,40,True
34,20,720,Orin,23,72,6,40,True
34,20,720,Orin,25,72,6,40,True
34,20,720,Orin,25,72,6,40,True
33,20,720,Orin,25,72,6,40,True
34,20,720,Orin,25,72,6,40,True
34,20,720,Orin,25,72,6,40,True
36,20,720,Orin,23,72,6,40,True
34,20,720,Orin,28,72,6,40,True
34,20,720,Orin,28,72,6,40,True
34,20,720,Orin,21,72,6,40,True
34,20,720,Orin,28,72,6,40,True
35,20,720,Orin,23,72,6,40,True
35,20,720,Orin,23,72,6,40,True
35,20,720,Orin,26,72,6,40,True
35,20,720,Orin,26,72,6,40,True
38,20,720,Orin,26,72,6,40,True
34,20,720,Orin,25,72,6,40,True
35,20,720,Orin,24,72,6,40,True
37,20,720,Orin,26,72,6,40,True
37,20,720,Orin,21,72,6,40,True
37,20,720,Orin,30,72,6,40,True
36,20,720,Orin,26,72,6,40,True
34,20,720,Orin,28,72,6,40,True
34,20,720,Orin,23,72,6,40,True
34,20,720,Orin,25,72,6,40,True
34,20,720,Orin,23,72,6,40,True
35,20,720,Orin,23,72,6,40,True
34,20,720,Orin,32,72,6,40,True
33,20,720,Orin,21,72,6,40,True
33,20,720,Orin,28,72,6,40,True
32,20,720,Orin,23,72,6,40,True
34,20,720,Orin,27,72,6,40,True
35,20,720,Orin,25,72,6,40,True
35,20,720,Orin,25,72,6,40,True
34,20,720,Orin,26,72,6,40,True
34,20,720,Orin,25,72,6,40,True
35,20,720,Orin,26,72,6,40,True
35,20,720,Orin,21,72,6,40,True
36,20,720,Orin,31,72,6,40,True
36,20,720,Orin,21,72,6,40,True
38,20,720,Orin,30,72,6,40,True
37,20,720,Orin,25,72,6,40,True
37,20,720,Orin,28,72,6,40,True
37,20,720,Orin,30,72,6,40,True
35,20,720,Orin,22,72,6,40,True
36,20,720,Orin,23,72,6,40,True
34,20,720,Orin,26,72,6,40,True
34,20,720,Orin,25,72,6,40,True
33,20,720,Orin,23,72,6,40,True
34,20,720,Orin,23,72,6,40,True
35,20,720,Orin,29,72,6,40,True
35,20,720,Orin,27,72,6,40,True
35,20,720,Orin,30,72,6,40,True
35,20,720,Orin,22,72,6,40,True
36,20,720,Orin,27,72,6,40,True
36,20,720,Orin,23,72,6,40,True
36,20,720,Orin,26,72,6,40,True
37,20,720,Orin,21,72,6,40,True
37,20,720,Orin,30,72,6,40,True
37,20,720,Orin,26,72,6,40,True
38,20,720,Orin,21,72,6,40,True
38,20,720,Orin,26,72,6,40,True
34,20,720,Orin,26,72,6,40,True
35,20,720,Orin,23,72,6,40,True
34,20,720,Orin,26,72,6,40,True
35,20,720,Orin,25,72,6,40,True
33,20,720,Orin,23,72,6,40,True
34,20,720,Orin,30,72,6,40,True
34,20,720,Orin,21,72,6,40,True
34,20,720,Orin,25,72,6,40,True
34,20,720,Orin,28,72,6,40,True
35,20,720,Orin,25,72,6,40,True
34,20,720,Orin,23,72,6,40,True
35,20,720,Orin,25,72,6,40,True
36,20,720,Orin,23,72,6,40,True
36,20,720,Orin,30,72,6,40,True
37,20,720,Orin,23,72,6,40,True
38,20,720,Orin,26,72,6,40,True
38,20,720,Orin,27,72,6,40,True
38,20,720,Orin,24,72,6,40,True
35,20,720,Orin,30,72,6,40,True
34,20,720,Orin,23,72,6,40,True
34,20,720,Orin,23,72,6,40,True
34,20,720,Orin,23,72,6,40,True
34,20,720,Orin,22,72,6,40,True
34,20,720,Orin,18,72,6,40,True
34,20,720,Orin,21,72,6,40,True
32,25,720,Orin,51,72,7,65,True
36,25,720,Orin,28,72,6,65,True
36,25,720,Orin,26,72,6,65,True
32,25,720,Orin,30,72,6,65,True
36,25,720,Orin,25,72,6,65,True
36,25,720,Orin,25,72,6,65,True
33,25,720,Orin,34,72,6,65,True
34,25,720,Orin,26,72,6,65,True
35,25,720,Orin,28,72,6,65,True
32,25,720,Orin,31,72,6,65,True
35,25,720,Orin,24,72,6,65,True
36,25,720,Orin,25,72,6,65,True
32,25,720,Orin,30,72,6,65,True
33,25,720,Orin,27,72,6,65,True
36,25,720,Orin,30,72,6,65,True
37,25,720,Orin,32,72,6,65,True
36,25,720,Orin,25,72,6,65,True
32,25,720,Orin,27,72,6,65,True
36,25,720,Orin,27,72,6,65,True
36,25,720,Orin,27,72,6,65,True
32,25,720,Orin,30,72,6,65,True
37,25,720,Orin,27,72,6,65,True
36,25,720,Orin,24,72,6,65,True
31,25,720,Orin,34,72,6,65,True
34,25,720,Orin,29,72,6,65,True
35,25,720,Orin,30,72,6,65,True
31,25,720,Orin,24,72,6,65,True
33,25,720,Orin,31,72,6,65,True
31,25,720,Orin,29,72,6,65,True
37,25,720,Orin,27,72,6,65,True
34,25,720,Orin,38,72,6,65,True
33,25,720,Orin,20,72,6,65,True
35,25,720,Orin,33,72,6,65,True
35,25,720,Orin,25,72,6,65,True
32,25,720,Orin,28,72,6,65,True
34,25,720,Orin,32,72,6,65,True
32,25,720,Orin,35,72,6,65,True
32,25,720,Orin,19,72,6,65,True
32,25,720,Orin,32,72,6,65,True
35,25,720,Orin,29,72,6,65,True
35,25,720,Orin,24,72,6,65,True
31,25,720,Orin,27,72,6,65,True
35,25,720,Orin,30,72,6,65,True
35,25,720,Orin,35,72,6,65,True
31,25,720,Orin,33,72,6,65,True
37,25,720,Orin,22,72,6,65,True
36,25,720,Orin,32,72,6,65,True
32,25,720,Orin,24,72,6,65,True
32,25,720,Orin,30,72,6,65,True
31,25,720,Orin,25,72,6,65,True
35,25,720,Orin,25,72,6,65,True
37,25,720,Orin,27,72,6,65,True
32,25,720,Orin,32,72,6,65,True
36,25,720,Orin,33,72,6,65,True
37,25,720,Orin,29,72,6,65,True
31,25,720,Orin,25,72,6,65,True
35,25,720,Orin,28,72,6,65,True
36,25,720,Orin,31,72,6,65,True
32,25,720,Orin,27,72,6,65,True
39,25,720,Orin,27,72,6,65,True
35,25,720,Orin,31,72,6,65,True
33,25,720,Orin,34,72,6,65,True
35,25,720,Orin,30,72,6,65,True
35,25,720,Orin,25,72,6,65,True
31,25,720,Orin,26,72,6,65,True
35,25,720,Orin,31,72,6,65,True
35,25,720,Orin,24,72,6,65,True
32,25,720,Orin,29,72,6,65,True
35,25,720,Orin,27,72,6,65,True
36,25,720,Orin,33,72,6,65,True
32,25,720,Orin,35,72,6,65,True
37,25,720,Orin,25,72,6,65,True
36,25,720,Orin,33,72,6,65,True
31,25,720,Orin,26,72,6,65,True
34,25,720,Orin,30,72,6,65,True
36,25,720,Orin,28,72,6,65,True
36,25,720,Orin,28,72,6,65,True
33,25,720,Orin,33,72,6,65,True
36,25,720,Orin,27,72,6,65,True
36,25,720,Orin,28,72,6,65,True
31,25,720,Orin,31,72,6,65,True
35,25,720,Orin,27,72,6,65,True
34,25,720,Orin,29,72,6,65,True
31,25,720,Orin,25,72,6,65,True
35,25,720,Orin,31,72,6,65,True
35,25,720,Orin,28,72,6,65,True
33,25,720,Orin,25,72,6,65,True
38,25,720,Orin,29,72,6,65,True
37,25,720,Orin,33,72,6,65,True
34,25,720,Orin,29,72,6,65,True
36,25,720,Orin,31,72,6,65,True
34,25,720,Orin,32,72,6,65,True
32,25,720,Orin,36,72,6,65,True
37,25,720,Orin,27,72,6,65,True
36,25,720,Orin,25,72,6,65,True
32,25,720,Orin,30,72,6,65,True
37,25,720,Orin,27,72,6,65,True
36,25,720,Orin,32,72,6,65,True
31,25,720,Orin,26,72,6,65,True
33,25,720,Orin,27,72,6,65,True
31,25,720,Orin,30,72,6,65,True
35,25,720,Orin,26,72,6,65,True
37,25,720,Orin,23,72,6,65,True
38,25,720,Orin,28,72,6,65,True
33,25,720,Orin,27,72,6,65,True
34,25,720,Orin,31,72,6,65,True
32,25,720,Orin,25,72,6,65,True
36,25,720,Orin,32,72,6,65,True
35,25,720,Orin,30,72,6,65,True
32,25,720,Orin,26,72,6,65,True
35,25,720,Orin,27,72,6,65,True
36,25,720,Orin,32,72,6,65,True
32,25,720,Orin,29,72,6,65,True
34,25,720,Orin,29,72,6,65,True
37,25,720,Orin,31,72,6,65,True
37,25,720,Orin,28,72,6,65,True
37,25,720,Orin,22,72,6,65,True
33,25,720,Orin,31,72,6,65,True
35,25,720,Orin,27,72,6,65,True
32,25,720,Orin,29,72,6,65,True
36,25,720,Orin,31,72,6,65,True
34,25,720,Orin,30,72,6,65,True
33,25,720,Orin,33,72,6,65,True
36,25,720,Orin,30,72,6,65,True
36,25,720,Orin,25,72,6,65,True
33,25,720,Orin,29,72,6,65,True
36,25,720,Orin,26,72,6,65,True
37,25,720,Orin,22,72,6,65,True
32,25,720,Orin,34,72,6,65,True
34,25,720,Orin,29,72,6,65,True
36,25,720,Orin,25,72,6,65,True
33,25,720,Orin,29,72,6,65,True
35,25,720,Orin,21,72,6,65,True
38,25,720,Orin,30,72,6,65,True
36,25,720,Orin,25,72,6,65,True
32,25,720,Orin,32,72,6,65,True
34,25,720,Orin,30,72,6,65,True
35,25,720,Orin,29,72,6,65,True
34,25,720,Orin,31,72,6,65,True
37,25,720,Orin,29,72,6,65,True
37,25,720,Orin,28,72,6,65,True
36,25,720,Orin,33,72,6,65,True
36,25,720,Orin,31,72,6,65,True
32,25,720,Orin,24,72,6,65,True
36,25,720,Orin,25,72,6,65,True
37,25,720,Orin,29,72,6,65,True
32,25,720,Orin,30,72,6,65,True
35,25,720,Orin,27,72,6,65,True
36,25,720,Orin,29,72,6,65,True
32,25,720,Orin,30,72,6,65,True
36,25,720,Orin,30,72,6,65,True
35,25,720,Orin,26,72,6,65,True
32,25,720,Orin,25,72,6,65,True
37,25,720,Orin,33,72,6,65,True
36,25,720,Orin,30,72,6,65,True
32,25,720,Orin,33,72,6,65,True
37,25,720,Orin,23,72,6,65,True
37,25,720,Orin,25,72,6,65,True
33,25,720,Orin,34,72,6,65,True
37,25,720,Orin,29,72,6,65,True
38,25,720,Orin,31,72,6,65,True
32,25,720,Orin,31,72,6,65,True
38,25,720,Orin,23,72,6,65,True
37,25,720,Orin,34,72,6,65,True
32,25,720,Orin,31,72,6,65,True
36,25,720,Orin,25,72,6,65,True
37,25,720,Orin,28,72,6,65,True
32,25,720,Orin,30,72,6,65,True
34,25,720,Orin,32,72,6,65,True
38,25,720,Orin,30,72,6,65,True
38,25,720,Orin,32,72,6,65,True
32,25,720,Orin,27,72,6,65,True
35,25,720,Orin,26,72,6,65,True
36,25,720,Orin,22,72,6,65,True
32,25,720,Orin,27,72,6,65,True
33,25,720,Orin,31,72,6,65,True
32,25,720,Orin,31,72,6,65,True
36,25,720,Orin,29,72,6,65,True
37,25,720,Orin,25,72,6,65,True
32,25,720,Orin,29,72,6,65,True
36,25,720,Orin,26,72,6,65,True
38,25,720,Orin,26,72,6,65,True
32,25,720,Orin,31,72,6,65,True
35,25,720,Orin,30,72,6,65,True
36,25,720,Orin,24,72,6,65,True
32,25,720,Orin,36,72,6,65,True
37,25,720,Orin,25,72,6,65,True
37,25,720,Orin,27,72,6,65,True
33,25,720,Orin,26,72,6,65,True
37,25,720,Orin,27,72,6,65,True
37,25,720,Orin,25,72,6,65,True
33,25,720,Orin,25,72,6,65,True
37,25,720,Orin,23,72,6,65,True
37,25,720,Orin,36,72,6,65,True
34,25,720,Orin,31,72,6,65,True
38,25,720,Orin,29,72,6,65,True
37,25,720,Orin,25,72,6,65,True
33,25,720,Orin,32,72,6,65,True
37,25,720,Orin,25,72,6,65,True
36,25,720,Orin,25,72,6,65,True
32,25,720,Orin,29,72,6,65,True
38,25,720,Orin,30,72,6,65,True
37,25,720,Orin,29,72,6,65,True
32,25,720,Orin,22,72,6,65,True
35,25,720,Orin,31,72,6,65,True
37,25,720,Orin,28,72,6,65,True
36,25,720,Orin,28,72,6,65,True
39,25,720,Orin,29,72,6,65,True
34,25,720,Orin,34,72,6,65,True
36,25,720,Orin,28,72,6,65,True
39,25,720,Orin,24,72,6,65,True
38,25,720,Orin,32,72,6,65,True
33,25,720,Orin,34,72,6,65,True
35,25,720,Orin,28,72,6,65,True
38,25,720,Orin,28,72,6,65,True
37,25,720,Orin,43,72,7,65,True
34,25,720,Orin,46,72,7,65,True
36,25,720,Orin,34,72,6,65,True
37,25,720,Orin,26,72,6,65,True
32,25,720,Orin,32,72,6,65,True
36,25,720,Orin,27,72,6,65,True
36,25,720,Orin,25,72,6,65,True
33,25,720,Orin,29,72,6,65,True
35,25,720,Orin,30,72,6,65,True
37,25,720,Orin,29,72,6,65,True
37,25,720,Orin,34,72,6,65,True
34,25,720,Orin,35,72,6,65,True
37,25,720,Orin,35,72,6,65,True
38,25,720,Orin,26,72,6,65,True
38,25,720,Orin,29,72,6,65,True
36,25,720,Orin,25,72,6,65,True
34,25,720,Orin,30,72,6,65,True
37,25,720,Orin,23,72,6,65,True
36,25,720,Orin,32,72,6,65,True
32,25,720,Orin,29,72,6,65,True
36,25,720,Orin,28,72,6,65,True
37,25,720,Orin,28,72,6,65,True
33,25,720,Orin,29,72,6,65,True
37,25,720,Orin,31,72,6,65,True
37,25,720,Orin,34,72,6,65,True
39,25,720,Orin,26,72,6,65,True
33,25,720,Orin,31,72,6,65,True
37,25,720,Orin,29,72,6,65,True
38,25,720,Orin,28,72,6,65,True
33,25,720,Orin,31,72,6,65,True
36,25,720,Orin,34,72,6,65,True
36,25,720,Orin,28,72,6,65,True
33,25,720,Orin,27,72,6,65,True
37,25,720,Orin,31,72,6,65,True
36,25,720,Orin,30,72,6,65,True
32,25,720,Orin,26,72,6,65,True
37,25,720,Orin,24,72,6,65,True
38,25,720,Orin,27,72,6,65,True
33,25,720,Orin,40,72,6,65,True
39,25,720,Orin,36,72,6,65,True
38,25,720,Orin,31,72,6,65,True
34,25,720,Orin,34,72,6,65,True
36,25,720,Orin,25,72,6,65,True
38,25,720,Orin,29,72,6,65,True
33,25,720,Orin,24,72,6,65,True
34,25,720,Orin,22,72,6,65,True
34,25,720,Orin,33,72,6,65,True
37,25,720,Orin,32,72,6,65,True
38,25,720,Orin,27,72,6,65,True
34,25,720,Orin,30,72,6,65,True
37,25,720,Orin,28,72,6,65,True
37,25,720,Orin,28,72,6,65,True
32,25,720,Orin,26,72,6,65,True
37,25,720,Orin,27,72,6,65,True
38,25,720,Orin,31,72,6,65,True
34,25,720,Orin,33,72,6,65,True
38,25,720,Orin,34,72,6,65,True
37,25,720,Orin,25,72,6,65,True
33,25,720,Orin,24,72,6,65,True
36,25,720,Orin,26,72,6,65,True
39,25,720,Orin,26,72,6,65,True
37,25,720,Orin,32,72,6,65,True
33,25,720,Orin,27,72,6,65,True
38,25,720,Orin,25,72,6,65,True
39,25,720,Orin,32,72,6,65,True
33,25,720,Orin,27,72,6,65,True
33,25,720,Orin,25,72,6,65,True
33,25,720,Orin,31,72,6,65,True
37,25,720,Orin,24,72,6,65,True
38,25,720,Orin,31,72,6,65,True
34,25,720,Orin,26,72,6,65,True
37,25,720,Orin,25,72,6,65,True
39,25,720,Orin,28,72,6,65,True
39,25,720,Orin,26,72,6,65,True
34,25,720,Orin,32,72,6,65,True
36,25,720,Orin,30,72,6,65,True
32,30,720,Orin,54,72,7,75,True
37,30,720,Orin,25,72,6,75,False
33,30,720,Orin,34,72,6,75,True
37,30,720,Orin,31,72,6,75,False
32,30,720,Orin,34,72,6,75,True
36,30,720,Orin,33,72,6,75,False
32,30,720,Orin,29,72,6,75,True
38,30,720,Orin,22,72,6,75,False
33,30,720,Orin,38,72,6,75,True
37,30,720,Orin,29,72,6,75,False
33,30,720,Orin,28,72,6,75,True
37,30,720,Orin,26,72,6,75,False
34,30,720,Orin,43,72,7,75,False
37,30,720,Orin,36,72,6,75,False
33,30,720,Orin,31,72,6,75,True
40,30,720,Orin,30,72,6,75,False
38,30,720,Orin,25,72,6,75,False
33,30,720,Orin,33,72,6,75,True
38,30,720,Orin,25,72,6,75,False
33,30,720,Orin,30,72,6,75,True
37,30,720,Orin,33,72,6,75,False
33,30,720,Orin,31,72,6,75,True
38,30,720,Orin,35,72,6,75,False
32,30,720,Orin,33,72,6,75,True
37,30,720,Orin,31,72,6,75,False
33,30,720,Orin,34,72,6,75,True
39,30,720,Orin,30,72,6,75,False
33,30,720,Orin,28,72,6,75,True
37,30,720,Orin,34,72,6,75,False
31,30,720,Orin,33,72,6,75,True
39,30,720,Orin,39,72,6,75,False
33,30,720,Orin,48,72,7,75,True
37,30,720,Orin,46,72,7,75,False
31,30,720,Orin,43,72,7,75,True
35,30,720,Orin,34,72,6,75,False
32,30,720,Orin,32,72,6,75,True
36,30,720,Orin,34,72,6,75,False
33,30,720,Orin,31,72,6,75,True
42,30,720,Orin,33,72,6,75,False
38,30,720,Orin,28,72,6,75,False
32,30,720,Orin,31,72,6,75,True
38,30,720,Orin,30,72,6,75,False
33,30,720,Orin,28,72,6,75,True
38,30,720,Orin,33,72,6,75,False
32,30,720,Orin,28,72,6,75,True
37,30,720,Orin,33,72,6,75,False
32,30,720,Orin,40,72,6,75,True
38,30,720,Orin,27,72,6,75,False
37,30,720,Orin,31,72,6,75,False
32,30,720,Orin,36,72,6,75,True
38,30,720,Orin,28,72,6,75,False
33,30,720,Orin,34,72,6,75,True
38,30,720,Orin,32,72,6,75,False
33,30,720,Orin,40,72,6,75,True
38,30,720,Orin,26,72,6,75,False
33,30,720,Orin,28,72,6,75,True
36,30,720,Orin,28,72,6,75,False
31,30,720,Orin,33,72,6,75,True
37,30,720,Orin,25,72,6,75,False
32,30,720,Orin,29,72,6,75,True
37,30,720,Orin,26,72,6,75,False
34,30,720,Orin,31,72,6,75,False
35,30,720,Orin,30,72,6,75,False
38,30,720,Orin,30,72,6,75,False
32,30,720,Orin,25,72,6,75,True
37,30,720,Orin,31,72,6,75,False
33,30,720,Orin,27,72,6,75,True
39,30,720,Orin,32,72,6,75,False
32,30,720,Orin,25,72,6,75,True
37,30,720,Orin,34,72,6,75,False
32,30,720,Orin,32,72,6,75,True
38,30,720,Orin,30,72,6,75,False
33,30,720,Orin,34,72,6,75,True
36,30,720,Orin,26,72,6,75,False
32,30,720,Orin,32,72,6,75,True
37,30,720,Orin,30,72,6,75,False
33,30,720,Orin,28,72,6,75,True
37,30,720,Orin,30,72,6,75,False
34,30,720,Orin,33,72,6,75,False
37,30,720,Orin,31,72,6,75,False
33,30,720,Orin,29,72,6,75,True
37,30,720,Orin,36,72,6,75,False
31,30,720,Orin,32,72,6,75,True
36,30,720,Orin,33,72,6,75,False
32,30,720,Orin,36,72,6,75,True
38,30,720,Orin,38,72,6,75,False
33,30,720,Orin,35,72,6,75,True
37,30,720,Orin,30,72,6,75,False
31,30,720,Orin,26,72,6,75,True
39,30,720,Orin,30,72,6,75,False
37,30,720,Orin,29,72,6,75,False
33,30,720,Orin,32,72,6,75,True
38,30,720,Orin,29,72,6,75,False
32,30,720,Orin,32,72,6,75,True
37,30,720,Orin,28,72,6,75,False
32,30,720,Orin,32,72,6,75,True
37,30,720,Orin,33,72,6,75,False
32,30,720,Orin,31,72,6,75,True
37,30,720,Orin,31,72,6,75,False
33,30,720,Orin,33,72,6,75,True
40,30,720,Orin,33,72,6,75,False
33,30,720,Orin,35,72,6,75,True
37,30,720,Orin,30,72,6,75,False
31,30,720,Orin,32,72,6,75,True
37,30,720,Orin,29,72,6,75,False
33,30,720,Orin,33,72,6,75,True
39,30,720,Orin,30,72,6,75,False
33,30,720,Orin,31,72,6,75,True
40,30,720,Orin,28,72,6,75,False
32,30,720,Orin,29,72,6,75,True
37,30,720,Orin,30,72,6,75,False
33,30,720,Orin,33,72,6,75,True
37,30,720,Orin,33,72,6,75,False
32,30,720,Orin,31,72,6,75,True
39,30,720,Orin,30,72,6,75,False
33,30,720,Orin,32,72,6,75,True
36,30,720,Orin,29,72,6,75,False
32,30,720,Orin,28,72,6,75,True
38,30,720,Orin,34,72,6,75,False
34,30,720,Orin,30,72,6,75,False
37,30,720,Orin,31,72,6,75,False
32,30,720,Orin,32,72,6,75,True
37,30,720,Orin,36,72,6,75,False
32,30,720,Orin,36,72,6,75,True
36,30,720,Orin,31,72,6,75,False
33,30,720,Orin,33,72,6,75,True
41,30,720,Orin,29,72,6,75,False
38,30,720,Orin,25,72,6,75,False
32,30,720,Orin,29,72,6,75,True
37,30,720,Orin,33,72,6,75,False
32,30,720,Orin,33,72,6,75,True
43,30,720,Orin,44,72,7,75,False
37,30,720,Orin,40,72,7,75,False
33,30,720,Orin,39,72,6,75,True
39,30,720,Orin,30,72,6,75,False
32,30,720,Orin,36,72,6,75,True
38,30,720,Orin,28,72,6,75,False
32,30,720,Orin,28,72,6,75,True
38,30,720,Orin,33,72,6,75,False
32,30,720,Orin,24,72,6,75,True
37,30,720,Orin,25,72,6,75,False
33,30,720,Orin,36,72,6,75,True
38,30,720,Orin,29,72,6,75,False
35,30,720,Orin,27,72,6,75,False
33,30,720,Orin,30,72,6,75,True
37,30,720,Orin,31,72,6,75,False
33,30,720,Orin,34,72,6,75,True
38,30,720,Orin,29,72,6,75,False
32,30,720,Orin,36,72,6,75,True
37,30,720,Orin,38,72,6,75,False
32,30,720,Orin,33,72,6,75,True
36,30,720,Orin,30,72,6,75,False
32,30,720,Orin,28,72,6,75,True
39,30,720,Orin,29,72,6,75,False
32,30,720,Orin,33,72,6,75,True
36,30,720,Orin,32,72,6,75,False
32,30,720,Orin,23,72,6,75,True
37,30,720,Orin,28,72,6,75,False
32,30,720,Orin,32,72,6,75,True
37,30,720,Orin,28,72,6,75,False
32,30,720,Orin,25,72,6,75,True
37,30,720,Orin,33,72,6,75,False
33,30,720,Orin,35,72,6,75,True
40,30,720,Orin,34,72,6,75,False
38,30,720,Orin,30,72,6,75,False
32,30,720,Orin,34,72,6,75,True
38,30,720,Orin,32,72,6,75,False
33,30,720,Orin,35,72,6,75,True
38,30,720,Orin,34,72,6,75,False
40,30,720,Orin,27,72,6,75,False
32,30,720,Orin,29,72,6,75,True
38,30,720,Orin,23,72,6,75,False
33,30,720,Orin,40,72,6,75,True
38,30,720,Orin,29,72,6,75,False
34,30,720,Orin,36,72,6,75,False
38,30,720,Orin,31,72,6,75,False
32,30,720,Orin,32,72,6,75,True
37,30,720,Orin,35,72,6,75,False
37,30,720,Orin,31,72,6,75,False
37,30,720,Orin,30,72,6,75,False
34,30,720,Orin,32,72,6,75,False
37,30,720,Orin,31,72,6,75,False
33,30,720,Orin,31,72,6,75,True
38,30,720,Orin,32,72,6,75,False
32,30,720,Orin,28,72,6,75,True
38,30,720,Orin,33,72,6,75,False
33,30,720,Orin,38,72,6,75,True
40,30,720,Orin,28,72,6,75,False
33,30,720,Orin,35,72,6,75,True
39,30,720,Orin,27,72,6,75,False
37,30,720,Orin,29,72,6,75,False
32,30,720,Orin,31,72,6,75,True
40,30,720,Orin,33,72,6,75,False
38,30,720,Orin,37,72,6,75,False
32,30,720,Orin,32,72,6,75,True
41,30,720,Orin,31,72,6,75,False
38,30,720,Orin,30,72,6,75,False
34,30,720,Orin,34,72,6,75,False
39,30,720,Orin,35,72,6,75,False
33,30,720,Orin,28,72,6,75,True
38,30,720,Orin,32,72,6,75,False
39,30,720,Orin,40,72,6,75,False
38,30,720,Orin,30,72,6,75,False
33,30,720,Orin,31,72,6,75,True
39,30,720,Orin,31,72,6,75,False
34,30,720,Orin,33,72,6,75,False
40,30,720,Orin,32,72,6,75,False
32,30,720,Orin,28,72,6,75,True
40,30,720,Orin,30,72,6,75,False
33,30,720,Orin,31,72,6,75,True
39,30,720,Orin,32,72,6,75,False
33,30,720,Orin,31,72,6,75,True
